course_id,course_name,course_description,product_family,category,difficulty,keywords,estimated_time_minutes,prerequisite_courses,related_courses,created_date,Link,
C981,Galaxy A 첫걸음,실제 상담 시나리오와 데모 흐름을 통해 Galaxy A의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy A,제품 기초,하,#방수방진 #비교분석 #플래그십,20,"C518, C844","C952, C965, C980",2023-06-17,https://www.samsung.com/sec/watches/all-watches/,
C982,Galaxy Z 기초 다지기,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy Z,제품 기초,하,#디지털마케팅 #보안 #생산성 #인물사진,37,"C307, C360",C970,2024-02-05,https://www.samsung.com/sec/buds/all-buds/,
C983,Galaxy S 카메라 심화: 사례 중심 학습,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy S,제품 심화 기능,중,#ProMode #매장운영 #업무효율 #폼팩터,43,"C176, C940",,2023-07-24,https://www.samsung.com/sec/rings/all-rings/,
C984,Z세대 트렌드: 실전 가이드,"공통의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",공통,입문 전략,하,#고객만족 #서클투서치 #소셜미디어,41,,,2024-11-02,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C985,불만 응대 실전: 현장 적용 팁,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,공통,고객 응대,중,#디지털마케팅 #비교분석,36,,,2023-09-05,https://www.samsung.com/sec/smartphones/all-smartphones/,
C986,Galaxy A 카메라 심화: AtoZ,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy A,제품 심화 기능,중,#Z세대 #매장운영 #업무효율 #크로스셀링,38,,"C962, C963, C978",2024-06-04,https://www.samsung.com/sec/tablets/all-tablets/,
C987,Galaxy Z 라인업 비교: 사례 중심 학습,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy Z,제품 기초,하,#OneUI #Z세대 #야간모드,40,,C979,2023-09-22,https://www.samsung.com/sec/watches/all-watches/,
C988,가치 설득 스토리텔링: AtoZ,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,공통,영업 전략,하,#ExpertRAW #보안 #크로스셀링 #트렌드,37,C567,,2024-06-07,https://www.samsung.com/sec/buds/all-buds/,
C989,Galaxy A 배터리 최적화: 현장 적용 팁,실제 상담 시나리오와 데모 흐름을 통해 Galaxy A의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy A,제품 심화 기능,상,#야간모드 #클로징,57,,C961,2023-12-11,https://www.samsung.com/sec/rings/all-rings/,
C990,Galaxy S 라인업 비교: AtoZ,고객 유형별 페르소나를 기반으로 제품 기초 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy S,제품 기초,중,#S펜활용 #VOC #가성비 #인물사진 #클레임,26,,C969,2024-05-14,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C991,Galaxy S 디스플레이 활용: 사례 중심 학습,"Galaxy S의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy S,제품 심화 기능,중,#S펜활용 #배터리 #업무효율,39,"C386, C740",,2023-08-19,https://www.samsung.com/sec/smartphones/all-smartphones/,
C992,경쟁사 대응,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,공통,영업 전략,중,#ExpertRAW #카메라전문가 #크로스셀링 #플렉스캠,28,,C975,2023-05-27,https://www.samsung.com/sec/tablets/all-tablets/,
C993,Galaxy A 배터리 최적화: 현장 적용 팁,고객 유형별 페르소나를 기반으로 제품 심화 기능 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy A,제품 심화 기능,하,#게이밍 #방수방진 #앱최적화 #트렌드,47,,"C966, C988, C990",2024-01-10,https://www.samsung.com/sec/watches/all-watches/,
C994,Galaxy A 라인업 비교: AtoZ,고객 유형별 페르소나를 기반으로 제품 기초 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy A,제품 기초,중,#게이밍 #삼성페이 #업무효율 #플렉스캠,32,"C154, C489",,2023-04-19,https://www.samsung.com/sec/buds/all-buds/,
C995,Galaxy Z 시스템 튜닝: AtoZ,고객 유형별 페르소나를 기반으로 전문가 과정 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy Z,전문가 과정,하,#배터리 #클로징 #폴더블,66,"C338, C860","C972, C987",2024-02-22,https://www.samsung.com/sec/rings/all-rings/,
C996,Galaxy S 보안 & 편의: 현장 적용 팁,실제 상담 시나리오와 데모 흐름을 통해 Galaxy S의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy S,제품 심화 기능,중,#A시리즈 #삼성페이,53,C296,"C975, C989, C993",2023-07-13,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C997,Galaxy S 프로 모드 마스터: 사례 중심 학습,고객 유형별 페르소나를 기반으로 전문가 과정 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy S,전문가 과정,상,#ExpertRAW #VOC #게이밍 #디스플레이 #인물사진,54,,C971,2024-04-01,https://www.samsung.com/sec/smartphones/all-smartphones/,
C998,Galaxy A 보안 & 편의: 현장 적용 팁,실제 상담 시나리오와 데모 흐름을 통해 Galaxy A의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy A,제품 심화 기능,중,#브랜드 #서클투서치 #판매전략,28,,C968,2023-11-25,https://www.samsung.com/sec/tablets/all-tablets/,
C999,Galaxy S 디스플레이 활용: 사례 중심 학습,"Galaxy S의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy S,제품 심화 기능,중,#비교분석 #서클투서치 #트렌드 #플래그십,49,"C226, C470",,2023-01-11,https://www.samsung.com/sec/watches/all-watches/,
C1000,Galaxy A 첫걸음: 현장 적용 팁,고객 유형별 페르소나를 기반으로 제품 기초 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy A,제품 기초,하,#A시리즈 #Z세대 #서클투서치 #트렌드 #폴더블,32,"C523, C998","C980, C990, C996",2024-06-06,https://www.samsung.com/sec/buds/all-buds/,
C1001,Galaxy S 카메라 심화: 사례 중심 학습,실제 상담 시나리오와 데모 흐름을 통해 Galaxy S의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy S,제품 심화 기능,중,#플래그십 #플렉스윈도우,48,,"C974, C979, C985",2023-04-03,https://www.samsung.com/sec/rings/all-rings/,
C1002,Galaxy A 카메라 심화: 실전 가이드,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy A,제품 심화 기능,하,#배터리 #클로징,32,,"C983, C988, C995",2024-04-13,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C1003,경쟁사 대응: AtoZ,고객 유형별 페르소나를 기반으로 영업 전략 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,공통,영업 전략,중,#대화면 #방수방진 #야간모드 #클레임 #트렌드,29,,C990,2023-04-10,https://www.samsung.com/sec/smartphones/all-smartphones/,
C1004,가치 설득 스토리텔링: 실전 가이드,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,공통,영업 전략,상,#대화면 #야간모드 #인물사진 #플래그십,35,,"C978, C991",2024-10-21,https://www.samsung.com/sec/tablets/all-tablets/,
C1005,불만 응대 실전: AtoZ,"공통의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",공통,고객 응대,중,#ExpertRAW #보안 #서클투서치 #소셜미디어 #폼팩터,28,C094,"C985, C998",2024-03-08,https://www.samsung.com/sec/watches/all-watches/,
C1006,Galaxy A 시리즈 한눈에 보기: 실전 가이드,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy A,제품 기초,하,#대화면 #보안 #소셜미디어,30,"C373, C951","C990, C991",2024-11-08,https://www.samsung.com/sec/buds/all-buds/,
C1007,Galaxy A 시리즈 한눈에 보기: AtoZ,"Galaxy A의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy A,제품 기초,상,#VOC #방수방진,44,C701,C1006,2023-01-11,https://www.samsung.com/sec/rings/all-rings/,
C1008,Galaxy S 생산성 극대화,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy S,제품 심화 기능,하,#S펜활용 #생산성,41,C517,"C1006, C993",2024-11-20,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C1009,Galaxy A 핵심 기능 이해: 사례 중심 학습,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy A,제품 기초,하,#AI카메라 #생산성 #플래그십 #플렉스윈도우,41,,,2024-12-20,https://www.samsung.com/sec/smartphones/all-smartphones/,
C1010,Galaxy A 생산성 극대화: 실전 가이드,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy A,제품 심화 기능,중,#A시리즈 #VOC #비교분석 #클레임 #플렉스윈도우,36,C065,,2024-07-01,https://www.samsung.com/sec/tablets/all-tablets/,
C1011,Galaxy Z 디스플레이 활용: 현장 적용 팁,실제 상담 시나리오와 데모 흐름을 통해 Galaxy Z의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy Z,제품 심화 기능,상,#가성비 #고객만족 #디지털마케팅 #방수방진,48,"C612, C962",C998,2024-04-13,https://www.samsung.com/sec/watches/all-watches/,
C1012,Galaxy S 라인업 비교: AtoZ,"Galaxy S의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy S,제품 기초,중,#보안 #브랜드 #앱최적화,20,,"C1009, C992",2023-02-25,https://www.samsung.com/sec/buds/all-buds/,
C1013,Galaxy S 생산성 극대화: 사례 중심 학습,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy S,제품 심화 기능,중,#A시리즈 #S펜활용 #야간모드 #플렉스윈도우,56,"C012, C994",C989,2024-04-22,https://www.samsung.com/sec/rings/all-rings/,
C1014,Galaxy Z 라인업 비교: 현장 적용 팁,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy Z,제품 기초,중,#인물사진 #플렉스윈도우,40,C948,"C1004, C1006, C984",2024-03-23,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C1015,Galaxy A 배터리 최적화,실제 상담 시나리오와 데모 흐름을 통해 Galaxy A의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy A,제품 심화 기능,중,#OneUI #방수방진,53,,"C1004, C988",2024-12-20,https://www.samsung.com/sec/smartphones/all-smartphones/,
C1016,Galaxy Z 보안 & 편의: 현장 적용 팁,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy Z,제품 심화 기능,중,#게이밍 #클로징 #플렉스캠,55,,,2024-07-15,https://www.samsung.com/sec/tablets/all-tablets/,
C1017,Galaxy Z 배터리 최적화: 현장 적용 팁,고객 유형별 페르소나를 기반으로 제품 심화 기능 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy Z,제품 심화 기능,중,#ProMode #플렉스윈도우,56,,C1006,2023-03-08,https://www.samsung.com/sec/watches/all-watches/,
C1018,Galaxy S 배터리 최적화,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy S,제품 심화 기능,하,#멀티태스킹 #배터리,49,"C348, C677",C1008,2023-09-29,https://www.samsung.com/sec/buds/all-buds/,
C1019,Galaxy S 보안 & 편의: AtoZ,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy S,제품 심화 기능,중,#고객만족 #보안 #상담스킬 #크로스셀링 #플렉스캠,32,,"C1007, C1012, C990",2023-05-19,https://www.samsung.com/sec/rings/all-rings/,
C1020,니즈 파악 & 제안,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,공통,영업 전략,중,#디스플레이 #매장운영 #카메라전문가 #폼팩터 #플래그십,41,C301,"C1003, C1019",2023-10-21,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C1021,Galaxy S 핵심 기능 이해: 실전 가이드,"Galaxy S의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy S,제품 기초,하,#매장운영 #앱최적화 #인물사진,31,,"C1020, C992",2024-11-30,https://www.samsung.com/sec/smartphones/all-smartphones/,
C1022,Galaxy S 핵심 기능 이해: 현장 적용 팁,실제 상담 시나리오와 데모 흐름을 통해 Galaxy S의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy S,제품 기초,하,#비교분석 #서클투서치 #업셀링 #폼팩터,48,C641,"C1011, C992",2024-11-28,https://www.samsung.com/sec/tablets/all-tablets/,
C1023,불만 응대 실전: 실전 가이드,"공통의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",공통,고객 응대,중,#S펜활용 #게이밍 #비교분석 #야간모드,38,"C559, C683",,2023-11-14,https://www.samsung.com/sec/watches/all-watches/,
C1024,Galaxy Z 배터리 최적화: AtoZ,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy Z,제품 심화 기능,상,#디지털마케팅 #야간모드,52,,C1016,2024-07-03,https://www.samsung.com/sec/buds/all-buds/,
C1025,Galaxy Z 고급 문제 해결: AtoZ,"Galaxy Z의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy Z,전문가 과정,상,#소셜미디어 #인물사진 #클로징,58,,,2024-02-08,https://www.samsung.com/sec/rings/all-rings/,
C1026,Galaxy A 카메라 심화,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy A,제품 심화 기능,상,#매장운영 #상담스킬 #생산성 #생성형편집,53,,,2023-07-04,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C1027,Galaxy A 디스플레이 활용: AtoZ,실제 상담 시나리오와 데모 흐름을 통해 Galaxy A의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy A,제품 심화 기능,상,#OneUI #Z세대 #고객만족 #쉬운사용법,69,,,2024-02-24,https://www.samsung.com/sec/smartphones/all-smartphones/,
C1028,불만 응대 실전,실제 상담 시나리오와 데모 흐름을 통해 공통의 강점을 자연스럽게 드러내는 방법을 익힙니다.,공통,고객 응대,중,#ExpertRAW #보안 #업무효율 #업셀링,34,,"C1013, C1021, C1026",2023-12-07,https://www.samsung.com/sec/tablets/all-tablets/,
C1029,Galaxy S 고급 문제 해결: 현장 적용 팁,실제 상담 시나리오와 데모 흐름을 통해 Galaxy S의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy S,전문가 과정,중,#게이밍 #브랜드 #크로스셀링 #판매전략,46,"C043, C080","C1000, C1027",2023-01-19,https://www.samsung.com/sec/watches/all-watches/,
C1030,Galaxy Z 디스플레이 활용: 사례 중심 학습,"Galaxy Z의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy Z,제품 심화 기능,중,#멀티태스킹 #폼팩터,51,,,2024-03-09,https://www.samsung.com/sec/buds/all-buds/,
C1031,Galaxy A 라인업 비교: 현장 적용 팁,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy A,제품 기초,중,#브랜드 #트렌드 #플렉스윈도우 #플렉스캠,41,,C1028,2023-06-26,https://www.samsung.com/sec/rings/all-rings/,
C1032,Galaxy Z 카메라 심화: AtoZ,실제 상담 시나리오와 데모 흐름을 통해 Galaxy Z의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy Z,제품 심화 기능,중,#AI카메라 #Z세대 #생성형편집,40,,"C1006, C1020",2023-10-11,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C1033,CS 케이스 스터디: AtoZ,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,공통,고객 응대,하,#Z세대 #생성형편집,44,"C682, C797","C1014, C1020",2024-08-26,https://www.samsung.com/sec/smartphones/all-smartphones/,
C1034,Galaxy Z 생산성 극대화: 실전 가이드,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy Z,제품 심화 기능,상,#고객만족 #업무효율,32,,C1010,2023-12-21,https://www.samsung.com/sec/tablets/all-tablets/,
C1035,Galaxy S 보안 & 편의: 사례 중심 학습,고객 유형별 페르소나를 기반으로 제품 심화 기능 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy S,제품 심화 기능,중,#게이밍 #보안 #상담스킬,41,,,2023-10-17,https://www.samsung.com/sec/watches/all-watches/,
C1036,Galaxy S 라인업 비교: 실전 가이드,실제 상담 시나리오와 데모 흐름을 통해 Galaxy S의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy S,제품 기초,하,#게이밍 #대화면 #야간모드 #업무효율,33,,"C1019, C1025, C1035",2024-07-31,https://www.samsung.com/sec/buds/all-buds/,
C1037,Galaxy S 보안 & 편의: 실전 가이드,"Galaxy S의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy S,제품 심화 기능,중,#폼팩터 #플래그십,51,C714,"C1020, C1021",2023-03-13,https://www.samsung.com/sec/rings/all-rings/,
C1038,Galaxy S 디스플레이 활용: 현장 적용 팁,실제 상담 시나리오와 데모 흐름을 통해 Galaxy S의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy S,제품 심화 기능,중,#OneUI #디지털마케팅 #업무효율 #업셀링 #플래그십,35,"C135, C442","C1014, C1036",2023-01-26,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C1039,리뷰 관리: AtoZ,"공통의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",공통,고객 응대,중,#야간모드 #클레임,41,,,2024-07-30,https://www.samsung.com/sec/smartphones/all-smartphones/,
C1040,Galaxy S 보안 & 편의: 현장 적용 팁,고객 유형별 페르소나를 기반으로 제품 심화 기능 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy S,제품 심화 기능,하,#VOC #배터리 #브랜드 #클로징 #플렉스캠,55,,,2023-01-25,https://www.samsung.com/sec/tablets/all-tablets/,
C1041,니즈 파악 & 제안: AtoZ,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,공통,영업 전략,중,#가성비 #브랜드 #업무효율 #역사 #혁신,31,,"C1014, C1022",2024-10-04,https://www.samsung.com/sec/watches/all-watches/,
C1042,Galaxy S 디스플레이 활용,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy S,제품 심화 기능,하,#ExpertRAW #멀티태스킹 #배터리 #브랜드,36,C091,"C1012, C1037, C1039",2023-07-31,https://www.samsung.com/sec/buds/all-buds/,
C1043,Galaxy S 생산성 극대화: 사례 중심 학습,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy S,제품 심화 기능,중,#ProMode #S펜활용 #가성비 #게이밍,59,,,2024-01-08,https://www.samsung.com/sec/rings/all-rings/,
C1044,Galaxy A 배터리 최적화: AtoZ,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy A,제품 심화 기능,중,#S펜활용 #소셜미디어 #컴팩트디자인,25,"C005, C655",,2024-05-16,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C1045,Galaxy S 배터리 최적화,고객 유형별 페르소나를 기반으로 제품 심화 기능 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy S,제품 심화 기능,중,#게이밍 #고객만족 #쉬운사용법 #컴팩트디자인 #플래그십,53,,"C1022, C1030, C1036",2023-02-18,https://www.samsung.com/sec/smartphones/all-smartphones/,
C1046,Galaxy S 핵심 기능 이해,실제 상담 시나리오와 데모 흐름을 통해 Galaxy S의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy S,제품 기초,하,#AI카메라 #고객만족 #인물사진 #플래그십 #혁신,37,,"C1026, C1040, C1042",2024-09-27,https://www.samsung.com/sec/tablets/all-tablets/,
C1047,경쟁사 대응: AtoZ,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,공통,영업 전략,상,#대화면 #비교분석 #인물사진,29,C906,C1017,2023-05-11,https://www.samsung.com/sec/watches/all-watches/,
C1048,Galaxy Z 첫걸음: 사례 중심 학습,"Galaxy Z의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy Z,제품 기초,중,#VOC #플렉스캠,37,,"C1022, C1033",2023-11-30,https://www.samsung.com/sec/buds/all-buds/,
C1049,A/S 기본 상담: 현장 적용 팁,고객 유형별 페르소나를 기반으로 고객 응대 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,공통,고객 응대,하,#방수방진 #야간모드,35,,,2024-08-26,https://www.samsung.com/sec/rings/all-rings/,
C1050,Galaxy Z 시리즈 한눈에 보기: 사례 중심 학습,고객 유형별 페르소나를 기반으로 제품 기초 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy Z,제품 기초,중,#A시리즈 #폼팩터,34,,,2024-03-20,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C1051,불만 응대 실전,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,공통,고객 응대,하,#가성비 #배터리 #앱최적화,46,,,2023-10-23,https://www.samsung.com/sec/smartphones/all-smartphones/,
C1052,Galaxy S 핵심 기능 이해: 실전 가이드,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy S,제품 기초,중,#VOC #고객만족 #방수방진 #트렌드 #플래그십,52,,,2024-08-09,https://www.samsung.com/sec/tablets/all-tablets/,
C1053,Galaxy Z 첫걸음,실제 상담 시나리오와 데모 흐름을 통해 Galaxy Z의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy Z,제품 기초,하,#쉬운사용법 #플렉스캠,23,,,2024-02-20,https://www.samsung.com/sec/watches/all-watches/,
C1054,Galaxy A 핵심 기능 이해: 사례 중심 학습,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy A,제품 기초,중,#A시리즈 #브랜드 #트렌드,33,"C1037, C627",,2024-06-26,https://www.samsung.com/sec/buds/all-buds/,
C1055,Galaxy A 디스플레이 활용: AtoZ,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy A,제품 심화 기능,상,#VOC #배터리 #보안,56,,C1036,2023-08-08,https://www.samsung.com/sec/rings/all-rings/,
C1056,Galaxy A 카메라 심화: 실전 가이드,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy A,제품 심화 기능,중,#디지털마케팅 #역사 #혁신,29,C584,,2024-08-17,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C1057,클로징 멘트 실습: 사례 중심 학습,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,공통,영업 전략,중,#고객만족 #디지털마케팅 #생성형편집,46,,,2023-08-02,https://www.samsung.com/sec/smartphones/all-smartphones/,
C1058,시니어 맞춤 상담,고객 유형별 페르소나를 기반으로 입문 전략 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,공통,입문 전략,중,#A시리즈 #ProMode #배터리 #쉬운사용법 #클레임,47,,,2024-08-03,https://www.samsung.com/sec/tablets/all-tablets/,
C1059,Galaxy S 디스플레이 활용: AtoZ,고객 유형별 페르소나를 기반으로 제품 심화 기능 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy S,제품 심화 기능,하,#ProMode #브랜드 #야간모드 #업무효율 #플래그십,49,,"C1039, C1053",2024-10-15,https://www.samsung.com/sec/watches/all-watches/,
C1060,Galaxy S 카메라 심화: 사례 중심 학습,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy S,제품 심화 기능,중,#디지털마케팅 #클레임,43,C353,C1031,2024-11-10,https://www.samsung.com/sec/buds/all-buds/,
C1061,리뷰 관리: 사례 중심 학습,고객 유형별 페르소나를 기반으로 고객 응대 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,공통,고객 응대,상,#상담스킬 #생성형편집 #업셀링 #역사 #폼팩터,42,C981,,2024-05-07,https://www.samsung.com/sec/rings/all-rings/,
C1062,Galaxy A 생산성 극대화: 실전 가이드,실제 상담 시나리오와 데모 흐름을 통해 Galaxy A의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy A,제품 심화 기능,중,#A시리즈 #ProMode,56,,"C1042, C1045",2024-11-16,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C1063,가치 설득 스토리텔링: 실전 가이드,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,공통,영업 전략,하,#Z세대 #방수방진 #생산성 #야간모드 #플렉스윈도우,39,,,2024-10-10,https://www.samsung.com/sec/smartphones/all-smartphones/,
C1064,Galaxy S 배터리 최적화,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy S,제품 심화 기능,상,#매장운영 #멀티태스킹 #크로스셀링 #플래그십,43,,,2023-02-10,https://www.samsung.com/sec/tablets/all-tablets/,
C1065,클로징 멘트 실습: 사례 중심 학습,고객 유형별 페르소나를 기반으로 영업 전략 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,공통,영업 전략,중,#ExpertRAW #서클투서치 #카메라전문가 #클로징,44,"C804, C824",,2023-10-01,https://www.samsung.com/sec/watches/all-watches/,
C1066,Galaxy S 첫걸음: 현장 적용 팁,고객 유형별 페르소나를 기반으로 제품 기초 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy S,제품 기초,하,#A시리즈 #OneUI #방수방진,39,,,2023-10-28,https://www.samsung.com/sec/buds/all-buds/,
C1067,Galaxy Z 라인업 비교: 실전 가이드,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy Z,제품 기초,하,#생산성 #소셜미디어,46,,"C1038, C1057, C1066",2024-02-24,https://www.samsung.com/sec/rings/all-rings/,
C1068,Galaxy S 기초 다지기: AtoZ,"Galaxy S의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy S,제품 기초,하,#매장운영 #생산성 #판매전략,44,C731,,2024-09-03,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C1069,Galaxy S 고급 문제 해결: 실전 가이드,고객 유형별 페르소나를 기반으로 전문가 과정 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy S,전문가 과정,상,#ExpertRAW #S펜활용 #생산성 #업셀링,62,C051,,2024-05-28,https://www.samsung.com/sec/smartphones/all-smartphones/,
